complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
1861,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,1
1862,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,4
1863,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
1864,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,4
1865,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
1866,Wrong item delivered,I received a different item than what I ordered.,delivery,4
1867,Product not as advertised,The product received does not match the description and photos online.,product_quality,3
1868,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,2
1869,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,1
1870,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
1871,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,5
1872,Feedback on products,I have feedback and suggestions regarding the products offered.,other,4
1873,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,2
1874,Damaged products received,I received damaged products in my delivery.,delivery,3
1875,Defective items,Some of the items I received are defective and unusable.,product_quality,1
1876,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,5
1877,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,1
1878,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,5
1879,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
1880,Query about services,I have a query about the services provided by the company.,other,2
1881,Refund not received,I have not received my refund for a canceled service.,billing,3
1882,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1883,Defective items,Some of the items I received are defective and unusable.,product_quality,1
1884,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,4
1885,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,3
1886,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,5
1887,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,5
